,open,high,low,close,volume
2023-12-19,0.3150,0.3300,0.2923,0.2959,1513600
2023-12-20,0.2069,0.2334,0.2050,0.2098,5434297
2023-12-21,0.2249,0.2250,0.2085,0.2090,1398448
2023-12-22,0.2175,0.2190,0.1919,0.2030,1849232
2023-12-26,0.2062,0.2062,0.1819,0.1867,1985576
2023-12-27,0.1967,0.2040,0.1911,0.1937,2744566
2023-12-28,0.2000,0.2095,0.1879,0.1999,1850028
2023-12-29,0.1981,0.1981,0.1790,0.1850,2307744
2024-01-02,0.1900,0.1938,0.1754,0.1821,1270371
2024-01-03,0.1878,0.1890,0.1700,0.1750,1893352
2024-01-04,0.1750,0.1895,0.1700,0.1830,960152
2024-01-05,0.1775,0.1930,0.1766,0.1930,657255
2024-01-08,0.1881,0.2050,0.1862,0.2000,1253620
2024-01-09,0.1970,0.1990,0.1780,0.1856,1040928
